account_id,amount,duration,payments,frequency,date_diff,card_type,no_orders,avg_order,avg_trans,avg_bal,no_of_trans,total_inhabitants,avg_unemp_rt,avg_crime_rt,avg_salary,age_at_loan,gender,same_district,status
11096,213300,60,3555,Monthly Statement,181,NULL,2,5108,8154.34,36255.7,149,72541,1.815,0.021,8594,42,F,1,Good
2051,293880,60,4898,Weekly Statement,531,gold,1,4898.2,12916.33,55195.54,224,197099,1.955,0.022,9624,22,F,1,Bad
2572,360000,48,7500,Per Transaction,578,NULL,1,7500,13995.49,60046.58,375,197099,1.955,0.022,9624,23,F,1,Good
3229,39024,12,3252,Monthly Statement,530,classic,3,5497.07,8886.12,53534.16,277,197099,1.955,0.022,9624,56,M,1,Good
3679,444864,48,9268,Monthly Statement,343,NULL,3,6095,5553.21,32884.13,299,197099,1.955,0.022,9624,28,M,1,Good
4293,164196,36,4561,Per Transaction,473,NULL,2,4679,12978.68,56157.72,208,197099,1.955,0.022,9624,41,F,1,Good
5263,276300,60,4605,Monthly Statement,487,NULL,2,4277.5,3547.71,36227.4,273,197099,1.955,0.022,9624,16,M,1,Good
6289,85632,48,1784,Monthly Statement,494,NULL,1,1784.5,12424.03,63959.08,280,197099,1.955,0.022,9624,47,F,1,Good
7123,47016,12,3918,Per Transaction,239,NULL,2,9249.6,13461.32,54667.06,470,197099,1.955,0.022,9624,36,F,0,Good
7445,55368,24,2307,Monthly Statement,362,NULL,1,2306.8,8882.79,42411.87,539,197099,1.955,0.022,9624,54,F,1,Good
7795,372120,60,6202,Monthly Statement,663,gold,1,6202,14076.82,65701.56,355,197099,1.955,0.022,9624,48,M,1,Good
8625,47304,24,1971,Monthly Statement,516,classic,2,5060.9,11533.75,65871.97,549,197099,1.955,0.022,9624,20,M,1,Good
8776,33984,48,708,Monthly Statement,367,NULL,1,708,4133.01,51764.96,359,197099,1.955,0.022,9624,19,M,1,Good
8982,227880,36,6330,Monthly Statement,382,NULL,1,6330.2,9201.69,62471.62,477,197099,1.955,0.022,9624,39,F,1,Good
9159,69600,48,1450,Monthly Statement,675,NULL,5,2147,3557.41,42855.2,288,197099,1.955,0.022,9624,25,M,1,Good
9493,188688,48,3931,Monthly Statement,160,NULL,2,5366.9,7527.68,48719.67,302,197099,1.955,0.022,9624,30,F,1,Good
9814,96168,12,8014,Weekly Statement,616,gold,1,8013.7,8986.13,60051.07,407,197099,1.955,0.022,9624,24,F,1,Good
10005,210744,36,5854,Monthly Statement,242,NULL,2,7502.6,13284.45,46756.56,73,197099,1.955,0.022,9624,16,M,1,Good
339,468060,60,7801,Weekly Statement,470,classic,3,3978.73,12879.66,65889.69,216,112709,2.05,0.024,8369,50,F,1,Good
1801,165960,36,4610,Monthly Statement,148,NULL,4,3288,7506.82,43499.77,633,112709,2.05,0.024,8369,21,M,1,Good
4784,219456,48,4572,Monthly Statement,108,NULL,1,4572,12183.74,63611.17,84,112709,2.05,0.024,8369,38,F,1,Good
7637,390096,48,8127,Monthly Statement,163,junior,2,8762,8493,47488.11,171,112709,2.05,0.024,8369,14,M,1,Good
8639,185640,60,3094,Monthly Statement,288,NULL,1,3094.5,6193.68,30978.43,103,112709,2.05,0.024,8369,36,F,1,Good
10774,339168,48,7066,Monthly Statement,292,NULL,2,5397,4081.09,33493.89,104,112709,2.05,0.024,8369,56,F,1,Good
5269,117420,60,1957,Monthly Statement,213,NULL,3,3336.67,6074.44,30180.15,213,75685,2.075,0.025,8208,27,M,1,Good
6701,95400,36,2650,Weekly Statement,268,NULL,1,2650.2,13227.72,68519.07,479,75685,2.075,0.025,8208,19,M,0,Good
7190,63360,60,1056,Monthly Statement,638,NULL,2,3225,3107.87,29107.02,401,75685,2.075,0.025,8208,36,M,1,Good
2936,504000,60,8400,Monthly Statement,664,NULL,2,6323.5,4320,26998.26,199,75232,2.08,0.037,8980,23,M,1,Good
3329,19248,12,1604,Monthly Statement,422,NULL,2,5426.5,6557.44,36320.46,164,75232,2.08,0.037,8980,29,M,1,Good
3711,460980,60,7683,Monthly Statement,181,NULL,1,7683.2,7604.6,24349.23,101,75232,2.08,0.037,8980,33,F,1,Bad
4618,66696,24,2779,Monthly Statement,239,NULL,1,2778.7,9366.16,28485.72,149,75232,2.08,0.037,8980,30,F,1,Bad
6358,270384,48,5633,Monthly Statement,437,NULL,2,9354.4,11302.85,47479.6,282,75232,2.08,0.037,8980,30,M,1,Good
6922,139488,24,5812,Weekly Statement,573,NULL,1,5811.7,13213.3,48303.43,108,75232,2.08,0.037,8980,25,M,1,Good
3161,30012,12,2501,Monthly Statement,659,NULL,1,2501,10849.13,51154.12,143,78955,2.11,0.021,9060,41,M,1,Good
3629,158760,60,2646,Monthly Statement,672,NULL,4,3412.38,4346.11,22880.59,530,78955,2.11,0.021,9060,13,M,1,Good
4948,359760,60,5996,Monthly Statement,475,NULL,2,5353.1,8867.42,42951.07,237,161854,2.11,0.025,9425,13,M,1,Good
5541,32640,48,680,Monthly Statement,482,NULL,3,1480.67,2570.69,34800.17,343,161854,2.11,0.025,9425,50,M,1,Good
6397,181020,60,3017,Monthly Statement,551,NULL,1,3016.7,6726.13,41255.22,264,78955,2.11,0.021,9060,30,F,1,Good
6715,137880,60,2298,Weekly Statement,486,NULL,1,2298.2,6432.7,33760.89,402,78955,2.11,0.021,9060,28,M,0,Bad
6856,124344,36,3454,Monthly Statement,620,NULL,4,3442.5,5689.95,32102.03,319,161854,2.11,0.025,9425,18,F,1,Good
7546,41952,12,3496,Monthly Statement,425,NULL,4,1900.95,5512.21,34490.39,431,161854,2.11,0.025,9425,19,M,1,Good
8158,238716,36,6631,Weekly Statement,503,NULL,3,6105.57,11514.94,59032,220,78955,2.11,0.021,9060,29,M,1,Good
8330,7656,24,319,Monthly Statement,367,NULL,2,2013.5,5976.47,46877.75,525,78955,2.11,0.021,9060,32,F,1,Good
9052,71976,24,2999,Per Transaction,546,NULL,1,2999.3,10428.29,45866.52,303,161854,2.11,0.025,9425,28,M,1,Bad
1270,74772,36,2077,Per Transaction,389,NULL,2,3119.65,4531.42,22698.22,186,157042,2.155,0.024,8743,33,M,1,Good
1284,52512,12,4376,Monthly Statement,521,NULL,1,4375.5,12063.4,58505.62,91,157042,2.155,0.024,8743,50,M,1,Good
1819,143676,36,3991,Weekly Statement,447,NULL,4,3611.45,8571.99,51082.49,184,157042,2.155,0.024,8743,41,M,1,Good
5215,14628,12,1219,Monthly Statement,399,classic,5,1555.6,3495.16,44652.44,637,157042,2.155,0.024,8743,45,F,1,Good
7052,63972,36,1777,Per Transaction,115,NULL,1,1776.7,5423.37,21967.03,104,157042,2.155,0.024,8743,46,M,1,Bad
7965,71460,12,5955,Monthly Statement,326,NULL,2,6611.5,8256.88,40340.96,406,157042,2.155,0.024,8743,45,M,1,Good
10105,121896,24,5079,Monthly Statement,486,NULL,1,5079,11830.94,66951.38,499,157042,2.155,0.024,8743,25,M,1,Good
10364,21924,36,609,Monthly Statement,297,NULL,2,3435.5,4808.49,46258.3,487,157042,2.155,0.024,8743,29,M,1,Good
10520,417600,60,6960,Per Transaction,408,gold,1,6959.8,11559.11,56297.66,202,157042,2.155,0.024,8743,22,M,1,Good
10613,249792,48,5204,Monthly Statement,284,classic,1,5204.2,12661.1,51564.08,77,157042,2.155,0.024,8743,30,M,1,Good
7769,196080,48,4085,Monthly Statement,231,NULL,1,4085,12332.52,63749.21,435,87419,2.225,0.035,8624,32,M,1,Good
7890,79344,48,1653,Monthly Statement,567,NULL,2,2978.5,2988.13,29862.17,204,87419,2.225,0.035,8624,46,F,1,Good
8519,74688,12,6224,Monthly Statement,496,NULL,2,9967.65,10591.58,47345.49,527,87419,2.225,0.035,8624,50,F,1,Good
10351,88704,48,1848,Monthly Statement,670,NULL,2,3129,2696.5,17325.22,260,87419,2.225,0.035,8624,36,F,1,Good
4467,86184,36,2394,Weekly Statement,477,NULL,2,3475.25,5731.21,28918.4,113,74062,2.5,0.015,8114,26,M,1,Good
7240,152160,60,2536,Monthly Statement,632,NULL,2,5835.85,5752.22,24208.11,187,74062,2.5,0.015,8114,50,F,1,Good
8680,85716,36,2381,Monthly Statement,153,NULL,3,4848.4,4331.58,21190.57,250,74062,2.5,0.015,8114,54,M,1,Good
10049,91632,12,7636,Monthly Statement,365,NULL,3,3508.67,3160.75,17875.28,230,74062,2.5,0.015,8114,50,M,1,Good
2694,91632,12,7636,Monthly Statement,365,NULL,2,5584,5805.58,47917.98,473,94725,2.565,0.048,9920,31,F,0,Good
3804,63252,12,5271,Monthly Statement,672,NULL,3,3457.23,8711.62,45728.55,450,94725,2.565,0.048,9920,47,F,1,Good
6505,38496,12,3208,Monthly Statement,390,classic,1,3207.8,7720.33,45556.5,49,94725,2.565,0.048,9920,35,F,1,Good
7180,99744,24,4156,Weekly Statement,523,NULL,2,6122.75,8561.96,43225.46,111,94725,2.565,0.048,9920,27,F,1,Good
9491,225504,48,4698,Weekly Statement,686,junior,4,3129.75,11606.55,57743.59,235,94725,2.565,0.048,9920,14,M,1,Good
11327,39168,24,1632,Monthly Statement,347,NULL,2,2662.5,7465.09,56689.62,75,94725,2.565,0.048,9920,20,F,1,Good
1247,99696,48,2077,Monthly Statement,646,NULL,1,2077,11360.43,54881.74,429,88757,2.575,0.023,8554,24,F,0,Bad
10915,152460,60,2541,Weekly Statement,481,NULL,5,2739.56,4393.6,21450.58,175,88757,2.575,0.023,8554,47,F,1,Good
10954,18720,60,312,Monthly Statement,247,classic,1,312,4746.75,41621.7,166,88757,2.575,0.023,8554,32,M,1,Good
1011,204000,60,3400,Monthly Statement,366,NULL,2,5242.75,6724.77,57193.65,323,77917,2.585,0.027,8390,48,M,1,Good
1083,50976,36,1416,Monthly Statement,496,NULL,4,2133,3502.48,26454.27,192,77917,2.585,0.027,8390,14,M,1,Good
4473,93960,60,1566,Monthly Statement,452,NULL,3,3539.67,7021.65,55425.13,283,77917,2.585,0.027,8390,31,M,1,Good
5912,184620,60,3077,Monthly Statement,606,NULL,2,6461.4,6903.16,34655.87,153,77917,2.585,0.027,8390,35,F,1,Good
8129,74736,36,2076,Monthly Statement,399,classic,2,4130,7053.16,39672.18,413,77917,2.585,0.027,8390,25,M,1,Good
9188,127080,60,2118,Monthly Statement,170,NULL,4,2647.82,3242.91,29452.27,605,77917,2.585,0.027,8390,53,M,1,Good
10738,115992,36,3222,Weekly Statement,613,classic,3,3816.5,9257.13,53153.71,550,77917,2.585,0.027,8390,54,M,0,Good
330,331584,48,6908,Monthly Statement,595,NULL,1,6908,9336.05,42020.37,130,95907,2.675,0.017,8388,25,F,1,Good
2018,38520,12,3210,Monthly Statement,597,NULL,2,3162.5,2328.03,17777.08,244,95907,2.675,0.017,8388,53,M,1,Good
2142,23328,12,1944,Monthly Statement,187,NULL,2,5856,7115.11,37711.81,91,95907,2.675,0.017,8388,33,F,1,Good
3005,390000,48,8125,Per Transaction,510,NULL,3,7568.1,11091.92,44851.96,101,95907,2.675,0.017,8388,47,M,1,Good
3418,207264,48,4318,Per Transaction,281,NULL,1,4318,12047.38,50082.25,186,95907,2.675,0.017,8388,31,M,1,Good
4907,98832,48,2059,Monthly Statement,696,NULL,4,1893.75,4209.02,28207.39,464,95907,2.675,0.017,8388,25,F,1,Good
5700,103680,60,1728,Monthly Statement,604,NULL,1,1728,4089.8,21089.56,355,95907,2.675,0.017,8388,20,M,1,Bad
2165,78600,24,3275,Monthly Statement,136,NULL,2,7883.9,7462.94,30019.86,124,121947,2.74,0.03,8541,37,M,1,Good
2496,165120,60,2752,Monthly Statement,601,NULL,2,3867,3170.94,21484.49,317,121947,2.74,0.03,8541,46,F,1,Good
7045,288720,48,6015,Monthly Statement,172,classic,1,6015.3,12969.07,62931.24,142,121947,2.74,0.03,8541,50,M,1,Good
7957,42900,12,3575,Monthly Statement,646,classic,3,5264.67,10580.03,54697.58,346,121947,2.74,0.03,8541,29,M,1,Good
8320,309660,60,5161,Monthly Statement,136,NULL,2,7133.1,9347.4,37136.66,163,121947,2.74,0.03,8541,39,F,1,Good
9227,191580,60,3193,Monthly Statement,176,NULL,3,2047,2073.03,16424.43,100,121947,2.74,0.03,8541,32,F,1,Good
1967,249312,48,5194,Weekly Statement,433,NULL,2,9679,12189.46,45595.75,302,170449,2.865,0.036,10787,37,M,1,Good
2753,66432,24,2768,Monthly Statement,595,NULL,2,4818.5,7560.5,32738.74,213,170449,2.865,0.036,10787,26,F,1,Good
4803,59136,48,1232,Monthly Statement,262,NULL,1,1232,2146.97,25197.92,175,170449,2.865,0.036,10787,17,F,1,Good
6353,79920,60,1332,Monthly Statement,443,classic,3,2634,6941.22,45950.87,462,170449,2.865,0.036,10787,38,M,1,Good
8159,29784,24,1241,Monthly Statement,125,NULL,3,1942.33,3406.45,39429.23,331,170449,2.865,0.036,10787,25,F,1,Good
9138,272220,60,4537,Monthly Statement,320,NULL,3,5574.1,7464.07,35173.1,214,170449,2.865,0.036,10787,51,F,1,Bad
816,48624,24,2026,Monthly Statement,521,NULL,2,3269.85,11259.12,70446.02,493,139012,3.005,0.019,8363,29,M,0,Good
1068,253200,60,4220,Monthly Statement,586,NULL,4,3215.38,5489.24,34852.11,158,139012,3.005,0.019,8363,58,M,1,Good
2134,22932,36,637,Monthly Statement,223,NULL,3,1465.33,3736.24,40347.11,204,139012,3.005,0.019,8363,43,F,1,Good
2445,293160,60,4886,Monthly Statement,537,NULL,1,4886,13715.96,55419.47,189,139012,3.005,0.019,8363,20,F,1,Good
2725,69624,36,1934,Monthly Statement,585,classic,4,1414.5,5497.14,50945.87,160,139012,3.005,0.019,8363,48,M,1,Good
2728,156420,60,2607,Weekly Statement,344,NULL,2,6914.5,9843.18,49536.19,107,139012,3.005,0.019,8363,37,M,1,Good
3906,334620,60,5577,Monthly Statement,243,NULL,1,5577.3,13215.1,66271.97,94,139012,3.005,0.019,8363,37,F,1,Good
4079,158976,48,3312,Monthly Statement,518,NULL,4,2215,8464.05,51315.46,584,139012,3.005,0.019,8363,52,M,1,Good
4851,141648,24,5902,Monthly Statement,200,NULL,2,5093.6,12159.37,47859.32,232,139012,3.005,0.019,8363,40,M,1,Good
5481,209184,48,4358,Monthly Statement,391,NULL,1,4358,12428.34,56543.8,403,139012,3.005,0.019,8363,37,M,0,Good
5735,290700,60,4845,Monthly Statement,392,NULL,1,4845,10213.5,51671.24,315,139012,3.005,0.019,8363,37,F,1,Bad
7765,27984,12,2332,Weekly Statement,519,NULL,2,5274.5,9195.69,42331.13,327,139012,3.005,0.019,8363,43,M,1,Good
7859,72120,12,6010,Monthly Statement,616,gold,1,6010.2,13306.94,76453.61,260,139012,3.005,0.019,8363,44,F,1,Good
9790,133968,48,2791,Monthly Statement,261,classic,4,3870.5,9678.73,55054.54,376,139012,3.005,0.019,8363,49,M,1,Good
544,91152,24,3798,Monthly Statement,465,classic,1,3798.2,8629.02,53438.31,254,105058,3.01,0.042,9272,50,M,1,Good
1886,162468,36,4513,Monthly Statement,148,NULL,2,4355.35,9407.5,30650.18,209,105058,3.01,0.042,9272,39,F,1,Good
4427,87816,12,7318,Monthly Statement,476,NULL,2,6161.5,4348.22,18739.45,372,105058,3.01,0.042,9272,29,M,0,Good
9140,16032,48,334,Monthly Statement,449,NULL,4,2418.25,3636.23,22821.89,135,105058,3.01,0.042,9272,33,F,1,Good
10905,57120,48,1190,Monthly Statement,275,classic,3,1937,2966.12,48050.89,177,105058,3.01,0.042,9272,35,M,1,Good
11027,48096,24,2004,Weekly Statement,454,NULL,2,2901.6,4719.61,31486.59,181,105058,3.01,0.042,9272,35,M,1,Good
501,262980,60,4383,Monthly Statement,369,NULL,1,4382.7,11162.86,63325.5,233,53921,3.015,0.032,8598,31,F,1,Good
1252,148140,36,4115,Weekly Statement,615,NULL,1,4114.7,9001.23,42941.01,240,53921,3.015,0.032,8598,35,F,1,Good
2262,230220,36,6395,Monthly Statement,662,classic,1,6395,15755.9,66185.96,162,53921,3.015,0.032,8598,45,M,1,Good
5066,61656,24,2569,Weekly Statement,167,NULL,5,1841.56,7170.59,43681.7,333,53921,3.015,0.032,8598,42,F,1,Bad
5196,79824,12,6652,Weekly Statement,182,classic,2,7278.75,13057.11,59206.58,130,53921,3.015,0.032,8598,37,M,1,Good
5574,44628,12,3719,Weekly Statement,636,NULL,2,7798.5,14292.45,60027.18,382,53921,3.015,0.032,8598,48,M,1,Good
7721,45456,12,3788,Monthly Statement,329,classic,1,3788.3,8826.55,43457.52,97,53921,3.015,0.032,8598,51,F,1,Good
8261,87840,24,3660,Monthly Statement,124,NULL,5,1759.36,4802.84,30675.75,675,53921,3.015,0.032,8598,14,F,1,Good
1329,23520,12,1960,Monthly Statement,355,NULL,3,3469.73,4064.93,21759.19,175,107911,3.045,0.017,8240,52,M,1,Good
1374,389136,48,8107,Monthly Statement,354,NULL,1,8107.3,17180.58,55640.93,166,107911,3.045,0.017,8240,26,M,1,Good
2035,176328,36,4898,Monthly Statement,625,NULL,5,2886.64,6949.23,50484.18,282,107911,3.045,0.017,8240,51,M,1,Good
3637,14028,12,1169,Monthly Statement,674,NULL,3,2088.33,4595.87,57448.31,280,107911,3.045,0.017,8240,52,F,1,Good
3859,307200,60,5120,Monthly Statement,374,NULL,1,5120.2,10391.47,31669.12,173,107911,3.045,0.017,8240,31,M,1,Bad
5001,110112,24,4588,Monthly Statement,330,NULL,2,6940.25,12205.93,54492.88,254,107911,3.045,0.017,8240,29,M,1,Good
8713,170700,60,2845,Monthly Statement,432,NULL,1,2845,5786.33,32501.45,131,107911,3.045,0.017,8240,23,M,1,Good
2350,159744,48,3328,Monthly Statement,280,classic,3,3055.4,11007.92,51807.72,199,70699,3.09,0.026,8968,24,F,1,Good
9156,163332,36,4537,Monthly Statement,443,NULL,1,4537.3,8251.55,28793.44,72,70699,3.09,0.026,8968,57,M,1,Good
10973,154416,48,3217,Weekly Statement,176,NULL,1,3216.7,13179.01,59249.76,474,70699,3.09,0.026,8968,24,F,1,Good
37,318480,60,5308,Monthly Statement,422,NULL,4,2576.38,7293.49,37547.42,130,70646,3.145,0.022,8547,42,M,1,Bad
1106,192552,24,8023,Weekly Statement,440,NULL,1,8022.8,9353.36,37400.67,379,70646,3.145,0.022,8547,31,F,1,Bad
4995,128988,36,3583,Weekly Statement,551,NULL,1,3583,10054.09,43608.41,308,70646,3.145,0.022,8547,53,M,1,Bad
8405,266220,60,4437,Monthly Statement,522,NULL,4,3071.5,5007.27,36648.25,532,70646,3.145,0.022,8547,31,F,1,Good
8411,220620,60,3677,Monthly Statement,521,NULL,3,4332.1,6024.2,31612.17,392,70646,3.145,0.022,8547,53,F,1,Good
9833,97632,12,8136,Monthly Statement,301,NULL,3,6860.67,12866.43,59053.01,547,70646,3.145,0.022,8547,26,F,0,Good
440,84288,48,1756,Monthly Statement,446,NULL,2,3790.5,5562.53,34672.08,147,45714,3.21,0.019,8843,40,F,1,Good
2245,347952,48,7249,Monthly Statement,657,NULL,1,7248.8,11978.06,65513.88,408,45714,3.21,0.019,8843,30,F,1,Good
3189,222180,60,3703,Monthly Statement,382,NULL,1,3702.8,7408.9,34328.69,196,45714,3.21,0.019,8843,54,M,1,Bad
4337,51408,24,2142,Monthly Statement,387,classic,1,2142,12470.1,63675.63,407,45714,3.21,0.019,8843,41,M,1,Good
6097,26208,36,728,Monthly Statement,129,NULL,2,1941.5,3117.94,26846.5,103,45714,3.21,0.019,8843,25,F,1,Good
8169,97980,60,1633,Monthly Statement,623,NULL,3,2452,3470.65,20668.47,259,45714,3.21,0.019,8843,17,F,1,Good
8377,417060,60,6951,Monthly Statement,558,NULL,3,4380.27,6611.67,42368.32,423,45714,3.21,0.019,8843,34,F,1,Good
9208,82128,24,3422,Monthly Statement,506,NULL,1,3421.5,6067.04,31893.58,144,45714,3.21,0.019,8843,26,M,1,Good
103,265320,36,7370,Monthly Statement,636,NULL,1,7370.2,9268.93,48288.87,185,105606,3.275,0.021,8254,26,M,1,Bad
3037,277884,36,7719,Monthly Statement,693,NULL,1,7718.7,8637.75,33307.29,269,105606,3.275,0.021,8254,16,F,1,Bad
3875,153936,24,6414,Monthly Statement,115,NULL,1,6413.7,15657.35,58962.93,73,105606,3.275,0.021,8254,44,M,1,Good
5270,79608,24,3317,Monthly Statement,313,NULL,1,3317,15016.13,65773.4,462,105606,3.275,0.021,8254,20,M,1,Good
5385,149340,60,2489,Weekly Statement,321,NULL,2,5621.65,5495.93,35020.3,427,105606,3.275,0.021,8254,27,M,1,Good
8027,77640,12,6470,Weekly Statement,333,NULL,1,6469.7,13582.18,62552.73,403,105606,3.275,0.021,8254,23,M,0,Good
10243,113436,36,3151,Monthly Statement,384,classic,1,3151.3,17747.74,69377.26,133,105606,3.275,0.021,8254,39,M,1,Good
10942,314520,60,5242,Weekly Statement,484,NULL,2,7857,14230.56,59423.18,441,105606,3.275,0.021,8254,40,F,1,Good
2073,44640,24,1860,Monthly Statement,417,NULL,1,1860,6946.18,40629.39,83,108871,3.355,0.023,8444,38,M,1,Good
3084,253512,36,7042,Weekly Statement,213,NULL,1,7042,8215.26,31399.73,200,108871,3.355,0.023,8444,51,F,1,Bad
7565,153504,48,3198,Monthly Statement,502,NULL,3,3358.27,6117.34,31061.46,224,108871,3.355,0.023,8444,18,M,1,Good
8114,99300,60,1655,Monthly Statement,671,NULL,3,2702.33,5769.64,35984.97,263,108871,3.355,0.023,8444,24,F,1,Good
8268,8616,24,359,Monthly Statement,372,NULL,3,2742.67,3760.52,37305.16,210,108871,3.355,0.023,8444,18,M,1,Good
9353,188616,24,7859,Monthly Statement,583,NULL,2,9049.5,10408.64,54125.58,230,108871,3.355,0.023,8444,55,M,1,Good
9433,44640,24,1860,Monthly Statement,417,NULL,1,1860,6960.42,41047.81,83,108871,3.355,0.023,8444,38,M,1,Good
9513,18324,12,1527,Monthly Statement,430,NULL,2,4923,7105.57,29415.3,196,108871,3.355,0.023,8444,46,F,1,Good
11054,148920,60,2482,Weekly Statement,201,NULL,2,6994,6369.18,33725.22,232,108871,3.355,0.023,8444,15,M,1,Good
314,66840,24,2785,Per Transaction,463,NULL,2,8238,12577.95,39265.57,223,58796,3.365,0.032,9045,58,F,1,Good
4825,21396,12,1783,Monthly Statement,440,NULL,1,1783.2,4486.57,29747.96,301,58796,3.365,0.032,9045,23,M,1,Good
5283,170832,48,3559,Monthly Statement,356,NULL,2,6604,15543.74,70556.29,93,58796,3.365,0.032,9045,25,M,1,Good
5572,140880,60,2348,Monthly Statement,251,NULL,2,6831,9397.15,41528.22,94,58796,3.365,0.032,9045,36,M,1,Good
5593,44376,12,3698,Monthly Statement,164,classic,2,4873.4,12471.85,63700.11,291,58796,3.365,0.032,9045,30,M,1,Good
5927,87216,48,1817,Monthly Statement,192,NULL,1,1817.3,3824.31,17821.63,502,58796,3.365,0.032,9045,26,M,1,Bad
11265,52788,12,4399,Monthly Statement,244,NULL,3,2504,2654.79,22010.18,484,58796,3.365,0.032,9045,17,M,1,Good
993,108720,60,1812,Monthly Statement,594,classic,1,1812.3,11316.68,54170.54,105,77963,3.485,0.037,8546,32,F,1,Good
1638,64224,24,2676,Weekly Statement,440,NULL,2,6212.5,6832.37,40743.74,110,77963,3.485,0.037,8546,56,M,1,Good
1888,57360,12,4780,Monthly Statement,313,NULL,4,3008,6726.55,27610.5,249,77963,3.485,0.037,8546,36,M,1,Bad
2516,466608,48,9721,Monthly Statement,575,NULL,1,9721,6497.32,43064.82,212,77963,3.485,0.037,8546,51,F,1,Good
4116,151200,36,4200,Monthly Statement,241,NULL,2,9324.1,14886.25,52607.39,94,77963,3.485,0.037,8546,48,M,1,Good
5072,317520,60,5292,Monthly Statement,303,NULL,5,2978.8,5691.73,47649.8,299,77963,3.485,0.037,8546,29,F,1,Good
6034,464520,60,7742,Weekly Statement,257,NULL,1,7741.8,10133.12,37420.93,441,77963,3.485,0.037,8546,53,F,0,Bad
6083,360864,48,7518,Weekly Statement,374,NULL,1,7518,11366.44,44138.92,220,77963,3.485,0.037,8546,20,F,1,Bad
6495,104964,12,8747,Monthly Statement,644,NULL,2,8676.5,6680.21,38456.89,177,77963,3.485,0.037,8546,28,M,1,Good
1787,96396,12,8033,Weekly Statement,105,NULL,1,8033.2,10195.76,44264.54,403,94812,3.525,0.031,9650,46,F,1,Bad
9337,52128,24,2172,Monthly Statement,264,classic,1,2172,6031.3,45315.96,526,94812,3.525,0.031,9650,35,F,0,Good
873,178500,60,2975,Monthly Statement,304,NULL,4,1901,2370.65,16895.42,150,182027,3.535,0.024,8746,27,F,1,Good
2236,139464,36,3874,Monthly Statement,396,NULL,1,3873.7,7644.02,22738.48,171,182027,3.535,0.024,8746,34,M,1,Bad
2699,231168,48,4816,Monthly Statement,613,junior,3,3073.67,12742.73,55599.85,180,182027,3.535,0.024,8746,20,F,1,Good
4415,74040,12,6170,Monthly Statement,636,NULL,5,2930.6,5564.44,49231.18,397,182027,3.535,0.024,8746,41,F,1,Good
4462,66480,24,2770,Weekly Statement,139,NULL,1,2770.3,9752.95,31561.58,199,182027,3.535,0.024,8746,57,M,1,Bad
4725,168264,36,4674,Monthly Statement,204,NULL,2,9068.1,10859.03,26730.87,111,182027,3.535,0.024,8746,43,M,1,Good
8085,260400,60,4340,Monthly Statement,557,NULL,3,5407,9103.57,33174.54,232,182027,3.535,0.024,8746,47,F,1,Bad
9455,374760,60,6246,Monthly Statement,461,NULL,4,4361.45,9880.38,54097.47,214,182027,3.535,0.024,8746,43,M,1,Good
38,110736,48,2307,Weekly Statement,254,NULL,4,2416.7,4399.61,34462.23,130,51428,3.555,0.02,8402,58,F,1,Good
825,53076,12,4423,Monthly Statement,333,classic,2,6829,5533.66,33872.48,218,51428,3.555,0.02,8402,45,M,1,Good
1375,45336,24,1889,Monthly Statement,489,NULL,2,3909.5,6783.54,51307.78,358,51428,3.555,0.02,8402,34,M,1,Good
1407,125472,24,5228,Per Transaction,281,NULL,2,10054.85,14226.38,77371.24,182,51428,3.555,0.02,8402,52,F,1,Good
1862,396120,60,6602,Weekly Statement,550,classic,1,6601.7,13812.93,59719.84,275,51428,3.555,0.02,8402,47,F,1,Good
2218,182040,60,3034,Monthly Statement,362,classic,1,3034,14315.75,69319.47,306,51428,3.555,0.02,8402,45,F,1,Good
2762,111384,24,4641,Monthly Statement,472,NULL,3,4088.67,11670.91,60965.28,634,51428,3.555,0.02,8402,23,M,0,Good
2982,41256,12,3438,Monthly Statement,682,gold,5,2398.8,10903.83,66816.99,303,51428,3.555,0.02,8402,56,M,1,Good
5602,177504,48,3698,Per Transaction,536,classic,1,3697.8,11160.63,54444.41,181,51428,3.555,0.02,8402,50,M,1,Good
6075,407952,48,8499,Monthly Statement,478,NULL,1,8499,3185.88,14818.46,128,51428,3.555,0.02,8402,24,F,1,Bad
7437,110736,48,2307,Weekly Statement,254,NULL,4,2416.7,4420.2,32514.37,130,51428,3.555,0.02,8402,58,F,1,Good
7733,140064,24,5836,Weekly Statement,673,classic,1,5836,14108.68,67486.63,194,51428,3.555,0.02,8402,48,F,1,Good
7815,189696,24,7904,Weekly Statement,267,NULL,4,2960.95,7570.04,47063.61,415,51428,3.555,0.02,8402,46,M,1,Good
8489,265320,36,7370,Monthly Statement,643,NULL,2,5602.5,5305.13,39222.42,451,51428,3.555,0.02,8402,47,F,0,Good
675,102240,60,1704,Monthly Statement,607,classic,2,4031,3756.47,38258,263,109164,3.665,0.021,8757,52,F,1,Good
3448,68664,24,2861,Weekly Statement,501,NULL,1,2860.7,9027.86,38762.16,145,109164,3.665,0.021,8757,18,F,1,Good
3556,174840,60,2914,Monthly Statement,389,NULL,3,2712.6,5587.25,34492.55,113,109164,3.665,0.021,8757,47,F,1,Good
5126,20352,48,424,Monthly Statement,283,NULL,2,2316,2931.56,25314.76,292,109164,3.665,0.021,8757,48,F,1,Good
