amount,duration,payments,frequency,date_diff,card_type,no_orders,avg_order,avg_trans,avg_bal,no_of_trans,total_inhabitants,avg_unemp_rt,avg_crime_rt,avg_salary,age_at_loan,Gender_F,Gender_M,same_dist_N,same_dist_Y,loan_status
115812,36,3217,0.8204747774480712,585,0.7537091988130564,1,3216.7,11652.89,60348.87,284,93931,1.33,0.02,8427,40,1,0,0,1,0
98304,12,8192,0.8204747774480712,533,0.1943620178041543,1,8191.5,16430.45,73271.69,246,93931,1.33,0.02,8427,23,1,0,0,1,0
96984,36,2694,0.8204747774480712,287,0.7537091988130564,4,4310.42,5693.39,18985.98,94,112065,1.345,0.045,11277,22,1,0,0,1,0
97176,24,4049,0.8204747774480712,137,0.1943620178041543,1,4049.0,16946.35,58574.97,153,112065,1.345,0.045,11277,42,0,1,0,1,0
31620,60,527,0.8204747774480712,247,0.7537091988130564,2,4735.5,4835.31,34813.65,161,112065,1.345,0.045,11277,54,1,0,0,1,0
194940,36,5415,0.8204747774480712,468,0.7537091988130564,1,5415.0,10427.72,52650.04,250,112065,1.345,0.045,11277,28,1,0,0,1,0
91248,48,1901,0.8204747774480712,579,0.7537091988130564,1,1901.0,7707.53,29792.62,108,177686,1.565,0.036000000000000004,10045,26,0,1,0,1,0
321180,60,5353,0.8204747774480712,233,0.7537091988130564,2,10038.15,11196.76,36220.73,206,177686,1.565,0.036000000000000004,10045,56,1,0,0,1,0
321240,60,5354,0.8204747774480712,524,0.1943620178041543,1,5353.5,11495.9,70888.95,192,177686,1.565,0.036000000000000004,10045,24,1,0,0,1,0
117024,24,4876,0.8204747774480712,137,0.1943620178041543,1,4875.8,10335.82,63274.3,410,177686,1.565,0.036000000000000004,10045,54,1,0,0,1,0
232560,48,4845,0.04599406528189911,630,0.7537091988130564,5,1919.8,6653.08,34838.13,417,177686,1.565,0.036000000000000004,10045,58,0,1,0,1,0
173016,36,4806,0.13353115727002968,318,0.1943620178041543,1,4806.5,10054.16,55377.96,339,177686,1.565,0.036000000000000004,10045,51,0,1,0,1,0
421008,48,8771,0.8204747774480712,304,0.1943620178041543,2,9336.5,7538.23,49500.0,228,177686,1.565,0.036000000000000004,10045,39,1,0,0,1,0
87216,48,1817,0.8204747774480712,616,0.7537091988130564,4,1536.75,2768.04,26392.84,511,145688,1.575,0.019,8544,41,0,1,1,0,0
182640,48,3805,0.8204747774480712,242,0.7537091988130564,3,4645.07,7404.14,27296.22,221,145688,1.575,0.019,8544,55,0,1,0,1,0
165780,60,2763,0.13353115727002968,607,0.7537091988130564,1,2762.8,9533.13,46121.09,132,145688,1.575,0.019,8544,43,1,0,0,1,0
405780,60,6763,0.8204747774480712,694,0.7537091988130564,4,3001.5,3526.1,31995.66,316,145688,1.575,0.019,8544,43,1,0,0,1,0
192744,36,5354,0.8204747774480712,137,0.7537091988130564,1,5353.5,10446.92,47651.15,187,145688,1.575,0.019,8544,29,1,0,0,1,0
37908,12,3159,0.8204747774480712,460,0.7537091988130564,1,3159.0,7478.69,37719.56,288,145688,1.575,0.019,8544,19,0,1,0,1,0
320592,48,6679,0.8204747774480712,465,0.1943620178041543,1,6678.7,14049.9,63984.1,283,145688,1.575,0.019,8544,26,0,1,0,1,0
76104,24,3171,0.8204747774480712,340,0.7537091988130564,3,2002.33,1894.13,22085.38,141,145688,1.575,0.019,8544,37,0,1,0,1,0
46176,48,962,0.8204747774480712,161,0.7537091988130564,2,5287.5,6138.11,53416.47,182,145688,1.575,0.019,8544,26,1,0,0,1,0
167100,60,2785,0.8204747774480712,335,0.1943620178041543,1,2784.8,12142.32,56108.4,438,145688,1.575,0.019,8544,24,0,1,0,1,0
369000,60,6150,0.13353115727002968,633,0.7537091988130564,4,2454.62,8953.59,63669.21,376,162580,1.66,0.035,9538,23,0,1,0,1,0
189792,48,3954,0.8204747774480712,635,0.7537091988130564,2,8033.65,8200.43,35229.68,144,162580,1.66,0.035,9538,54,1,0,0,1,0
213300,36,5925,0.8204747774480712,326,0.7537091988130564,2,5359.5,3662.55,24255.47,275,162580,1.66,0.035,9538,28,1,0,0,1,0
240528,48,5011,0.8204747774480712,561,0.7537091988130564,1,5011.2,11718.57,39089.11,149,162580,1.66,0.035,9538,38,1,0,0,1,0
158184,36,4394,0.8204747774480712,497,0.7537091988130564,1,4393.8,9078.15,52628.79,196,162580,1.66,0.035,9538,40,1,0,0,1,0
28248,24,1177,0.8204747774480712,557,0.02225519287833828,1,1177.0,7888.51,60557.28,353,162580,1.66,0.035,9538,25,0,1,0,1,0
35856,24,1494,0.8204747774480712,519,0.1943620178041543,2,3354.5,7672.57,55829.7,168,162580,1.66,0.035,9538,31,0,1,0,1,0
174048,48,3626,0.8204747774480712,345,0.1943620178041543,1,3626.0,10587.94,66296.53,296,162580,1.66,0.035,9538,45,0,1,0,1,0
50112,24,2088,0.8204747774480712,108,0.7537091988130564,4,1776.5,4031.66,34675.32,189,162580,1.66,0.035,9538,45,1,0,0,1,0
189300,60,3155,0.8204747774480712,413,0.1943620178041543,3,2361.0,4664.36,50215.64,580,162580,1.66,0.035,9538,37,1,0,1,0,0
72504,24,3021,0.8204747774480712,317,0.7537091988130564,5,1333.4,5381.53,40649.7,300,122603,1.7,0.043,8991,47,0,1,0,1,0
95808,12,7984,0.8204747774480712,429,0.7537091988130564,1,7984.3,14347.52,66389.96,420,122603,1.7,0.043,8991,50,1,0,1,0,0
97224,24,4051,0.8204747774480712,531,0.7537091988130564,3,3758.67,3752.43,34073.23,478,122603,1.7,0.043,8991,44,0,1,1,0,0
15192,24,633,0.8204747774480712,685,0.7537091988130564,4,1960.75,3791.62,27463.7,406,122603,1.7,0.043,8991,24,0,1,0,1,0
321360,60,5356,0.8204747774480712,599,0.1943620178041543,2,7982.0,11507.83,53716.3,202,122603,1.7,0.043,8991,19,1,0,0,1,0
19044,36,529,0.8204747774480712,410,0.7537091988130564,1,529.0,5865.2,56285.16,248,122603,1.7,0.043,8991,22,0,1,0,1,0
314688,48,6556,0.13353115727002968,579,0.1943620178041543,1,6556.3,14780.37,56690.33,147,88884,1.76,0.027000000000000003,8507,20,1,0,0,1,0
93888,36,2608,0.13353115727002968,315,0.7537091988130564,3,4511.07,12418.7,63682.54,167,88884,1.76,0.027000000000000003,8507,58,1,0,0,1,0
107640,24,4485,0.8204747774480712,179,0.7537091988130564,3,3308.67,10215.47,57480.77,353,88884,1.76,0.027000000000000003,8507,36,0,1,0,1,0
77544,36,2154,0.8204747774480712,386,0.1943620178041543,2,6156.9,12036.85,45833.58,169,88884,1.76,0.027000000000000003,8507,56,0,1,0,1,0
85860,60,1431,0.8204747774480712,431,0.1943620178041543,2,2917.0,3307.31,41859.7,422,88884,1.76,0.027000000000000003,8507,40,0,1,0,1,0
208332,36,5787,0.8204747774480712,561,0.7537091988130564,2,4763.5,15529.61,66259.24,163,88884,1.76,0.027000000000000003,8507,18,0,1,0,1,0
100980,60,1683,0.8204747774480712,385,0.7537091988130564,2,3211.0,4615.17,41086.57,399,387570,1.78,0.048,9897,25,1,0,0,1,0
385104,48,8023,0.8204747774480712,516,0.7537091988130564,2,9141.9,14952.23,47677.04,243,387570,1.78,0.048,9897,41,0,1,0,1,0
83628,36,2323,0.8204747774480712,239,0.7537091988130564,1,2322.7,5482.36,26644.3,128,387570,1.78,0.048,9897,20,0,1,0,1,0
23052,12,1921,0.8204747774480712,617,0.7537091988130564,5,1772.2,3333.55,24129.71,665,387570,1.78,0.048,9897,54,0,1,0,1,0
41856,48,872,0.8204747774480712,431,0.1943620178041543,4,1124.75,4679.21,41713.7,255,387570,1.78,0.048,9897,37,0,1,0,1,0
204780,60,3413,0.8204747774480712,198,0.1943620178041543,1,3413.0,15682.0,65213.01,153,387570,1.78,0.048,9897,41,1,0,0,1,0
179328,48,3736,0.8204747774480712,311,0.7537091988130564,2,4333.0,7811.22,35846.19,227,387570,1.78,0.048,9897,19,1,0,0,1,0
11400,12,950,0.8204747774480712,357,0.7537091988130564,4,1430.0,2054.27,28142.6,321,387570,1.78,0.048,9897,16,0,1,0,1,0
58764,12,4897,0.8204747774480712,507,0.1943620178041543,1,4897.0,11962.61,45220.68,74,387570,1.78,0.048,9897,53,0,1,0,1,0
65184,12,5432,0.8204747774480712,448,0.02225519287833828,1,5432.3,11066.27,70233.51,464,387570,1.78,0.048,9897,33,1,0,1,0,0
67608,24,2817,0.8204747774480712,189,0.7537091988130564,2,6843.15,7141.83,23762.46,115,387570,1.78,0.048,9897,35,0,1,0,1,0
294384,48,6133,0.8204747774480712,553,0.7537091988130564,1,6133.0,14978.2,66044.01,274,387570,1.78,0.048,9897,31,0,1,0,1,0
590820,60,9847,0.8204747774480712,521,0.7537091988130564,3,5639.67,4975.94,37909.66,220,387570,1.78,0.048,9897,26,1,0,0,1,0
56100,60,935,0.8204747774480712,405,0.7537091988130564,2,3575.5,3594.64,20582.01,269,387570,1.78,0.048,9897,34,1,0,0,1,0
93036,12,7753,0.8204747774480712,447,0.7537091988130564,1,7753.3,13661.78,55230.82,185,387570,1.78,0.048,9897,17,0,1,0,1,0
83628,36,2323,0.8204747774480712,239,0.7537091988130564,1,2322.7,5486.82,26198.42,128,387570,1.78,0.048,9897,20,0,1,0,1,0
116040,60,1934,0.8204747774480712,226,0.7537091988130564,3,2318.67,3370.29,25973.53,157,387570,1.78,0.048,9897,58,0,1,0,1,0
113796,36,3161,0.04599406528189911,356,0.7537091988130564,3,3149.23,5871.89,31905.48,346,387570,1.78,0.048,9897,20,1,0,0,1,0
280440,60,4674,0.8204747774480712,620,0.7537091988130564,1,4674.0,9087.81,46942.41,146,387570,1.78,0.048,9897,46,0,1,0,1,0
352704,48,7348,0.8204747774480712,513,0.1943620178041543,1,7348.0,8368.81,30200.6,59,103347,1.79,0.023,9104,48,0,1,0,1,0
156096,36,4336,0.13353115727002968,187,0.7537091988130564,2,5865.4,8741.08,43870.6,108,103347,1.79,0.023,9104,42,1,0,0,1,0
191880,60,3198,0.8204747774480712,272,0.7537091988130564,3,4440.6,10185.41,55607.89,402,103347,1.79,0.023,9104,43,1,0,0,1,0
116832,12,9736,0.8204747774480712,275,0.7537091988130564,2,7241.0,5331.22,26965.39,200,103347,1.79,0.023,9104,48,0,1,0,1,0
86880,12,7240,0.8204747774480712,346,0.1943620178041543,1,7240.0,17625.75,44567.11,160,103347,1.79,0.023,9104,57,0,1,0,1,0
248148,36,6893,0.8204747774480712,503,0.7537091988130564,4,3267.5,5135.56,30375.07,490,72541,1.815,0.021,8594,55,0,1,0,1,0
30060,60,501,0.8204747774480712,651,0.1943620178041543,5,1467.2,4538.91,28752.8,483,72541,1.815,0.021,8594,41,1,0,0,1,0
385584,48,8033,0.8204747774480712,502,0.7537091988130564,1,8033.2,12144.22,69693.27,101,72541,1.815,0.021,8594,20,1,0,0,1,0
156672,36,4352,0.8204747774480712,400,0.7537091988130564,2,4482.5,3251.26,19727.55,367,72541,1.815,0.021,8594,39,0,1,0,1,0
90180,36,2505,0.8204747774480712,138,0.7537091988130564,2,3417.9,5620.57,29359.96,152,72541,1.815,0.021,8594,32,1,0,0,1,0
215040,60,3584,0.8204747774480712,403,0.7537091988130564,1,3583.7,6984.2,42151.29,151,72541,1.815,0.021,8594,37,0,1,0,1,0
213300,60,3555,0.8204747774480712,181,0.7537091988130564,2,5108.0,8154.34,36255.7,149,72541,1.815,0.021,8594,42,0,1,0,1,0
360000,48,7500,0.04599406528189911,578,0.7537091988130564,1,7500.0,13995.49,60046.58,375,197099,1.955,0.022000000000000002,9624,23,0,1,0,1,0
39024,12,3252,0.8204747774480712,530,0.1943620178041543,3,5497.07,8886.12,53534.16,277,197099,1.955,0.022000000000000002,9624,56,1,0,0,1,0
444864,48,9268,0.8204747774480712,343,0.7537091988130564,3,6095.0,5553.21,32884.13,299,197099,1.955,0.022000000000000002,9624,28,1,0,0,1,0
164196,36,4561,0.04599406528189911,473,0.7537091988130564,2,4679.0,12978.68,56157.72,208,197099,1.955,0.022000000000000002,9624,41,0,1,0,1,0
276300,60,4605,0.8204747774480712,487,0.7537091988130564,2,4277.5,3547.71,36227.4,273,197099,1.955,0.022000000000000002,9624,16,1,0,0,1,0
85632,48,1784,0.8204747774480712,494,0.7537091988130564,1,1784.5,12424.03,63959.08,280,197099,1.955,0.022000000000000002,9624,47,0,1,0,1,0
47016,12,3918,0.04599406528189911,239,0.7537091988130564,2,9249.6,13461.32,54667.06,470,197099,1.955,0.022000000000000002,9624,36,0,1,1,0,0
55368,24,2307,0.8204747774480712,362,0.7537091988130564,1,2306.8,8882.79,42411.87,539,197099,1.955,0.022000000000000002,9624,54,0,1,0,1,0
372120,60,6202,0.8204747774480712,663,0.02225519287833828,1,6202.0,14076.82,65701.56,355,197099,1.955,0.022000000000000002,9624,48,1,0,0,1,0
47304,24,1971,0.8204747774480712,516,0.1943620178041543,2,5060.9,11533.75,65871.97,549,197099,1.955,0.022000000000000002,9624,20,1,0,0,1,0
33984,48,708,0.8204747774480712,367,0.7537091988130564,1,708.0,4133.01,51764.96,359,197099,1.955,0.022000000000000002,9624,19,1,0,0,1,0
227880,36,6330,0.8204747774480712,382,0.7537091988130564,1,6330.2,9201.69,62471.62,477,197099,1.955,0.022000000000000002,9624,39,0,1,0,1,0
69600,48,1450,0.8204747774480712,675,0.7537091988130564,5,2147.0,3557.41,42855.2,288,197099,1.955,0.022000000000000002,9624,25,1,0,0,1,0
188688,48,3931,0.8204747774480712,160,0.7537091988130564,2,5366.9,7527.68,48719.67,302,197099,1.955,0.022000000000000002,9624,30,0,1,0,1,0
96168,12,8014,0.13353115727002968,616,0.02225519287833828,1,8013.7,8986.13,60051.07,407,197099,1.955,0.022000000000000002,9624,24,0,1,0,1,0
210744,36,5854,0.8204747774480712,242,0.7537091988130564,2,7502.6,13284.45,46756.56,73,197099,1.955,0.022000000000000002,9624,16,1,0,0,1,0
468060,60,7801,0.13353115727002968,470,0.1943620178041543,3,3978.73,12879.66,65889.69,216,112709,2.05,0.024,8369,50,0,1,0,1,0
165960,36,4610,0.8204747774480712,148,0.7537091988130564,4,3288.0,7506.82,43499.77,633,112709,2.05,0.024,8369,21,1,0,0,1,0
219456,48,4572,0.8204747774480712,108,0.7537091988130564,1,4572.0,12183.74,63611.17,84,112709,2.05,0.024,8369,38,0,1,0,1,0
390096,48,8127,0.8204747774480712,163,0.02967359050445104,2,8762.0,8493.0,47488.11,171,112709,2.05,0.024,8369,14,1,0,0,1,0
185640,60,3094,0.8204747774480712,288,0.7537091988130564,1,3094.5,6193.68,30978.43,103,112709,2.05,0.024,8369,36,0,1,0,1,0
339168,48,7066,0.8204747774480712,292,0.7537091988130564,2,5397.0,4081.09,33493.89,104,112709,2.05,0.024,8369,56,0,1,0,1,0
117420,60,1957,0.8204747774480712,213,0.7537091988130564,3,3336.67,6074.44,30180.15,213,75685,2.075,0.025,8208,27,1,0,0,1,0
95400,36,2650,0.13353115727002968,268,0.7537091988130564,1,2650.2,13227.72,68519.07,479,75685,2.075,0.025,8208,19,1,0,1,0,0
63360,60,1056,0.8204747774480712,638,0.7537091988130564,2,3225.0,3107.87,29107.02,401,75685,2.075,0.025,8208,36,1,0,0,1,0
504000,60,8400,0.8204747774480712,664,0.7537091988130564,2,6323.5,4320.0,26998.26,199,75232,2.08,0.037000000000000005,8980,23,1,0,0,1,0
19248,12,1604,0.8204747774480712,422,0.7537091988130564,2,5426.5,6557.44,36320.46,164,75232,2.08,0.037000000000000005,8980,29,1,0,0,1,0
270384,48,5633,0.8204747774480712,437,0.7537091988130564,2,9354.4,11302.85,47479.6,282,75232,2.08,0.037000000000000005,8980,30,1,0,0,1,0
139488,24,5812,0.13353115727002968,573,0.7537091988130564,1,5811.7,13213.3,48303.43,108,75232,2.08,0.037000000000000005,8980,25,1,0,0,1,0
30012,12,2501,0.8204747774480712,659,0.7537091988130564,1,2501.0,10849.13,51154.12,143,78955,2.11,0.021,9060,41,1,0,0,1,0
158760,60,2646,0.8204747774480712,672,0.7537091988130564,4,3412.38,4346.11,22880.59,530,78955,2.11,0.021,9060,13,1,0,0,1,0
359760,60,5996,0.8204747774480712,475,0.7537091988130564,2,5353.1,8867.42,42951.07,237,161854,2.11,0.025,9425,13,1,0,0,1,0
32640,48,680,0.8204747774480712,482,0.7537091988130564,3,1480.67,2570.69,34800.17,343,161854,2.11,0.025,9425,50,1,0,0,1,0
181020,60,3017,0.8204747774480712,551,0.7537091988130564,1,3016.7,6726.13,41255.22,264,78955,2.11,0.021,9060,30,0,1,0,1,0
124344,36,3454,0.8204747774480712,620,0.7537091988130564,4,3442.5,5689.95,32102.03,319,161854,2.11,0.025,9425,18,0,1,0,1,0
41952,12,3496,0.8204747774480712,425,0.7537091988130564,4,1900.95,5512.21,34490.39,431,161854,2.11,0.025,9425,19,1,0,0,1,0
238716,36,6631,0.13353115727002968,503,0.7537091988130564,3,6105.57,11514.94,59032.0,220,78955,2.11,0.021,9060,29,1,0,0,1,0
7656,24,319,0.8204747774480712,367,0.7537091988130564,2,2013.5,5976.47,46877.75,525,78955,2.11,0.021,9060,32,0,1,0,1,0
74772,36,2077,0.04599406528189911,389,0.7537091988130564,2,3119.65,4531.42,22698.22,186,157042,2.155,0.024,8743,33,1,0,0,1,0
52512,12,4376,0.8204747774480712,521,0.7537091988130564,1,4375.5,12063.4,58505.62,91,157042,2.155,0.024,8743,50,1,0,0,1,0
143676,36,3991,0.13353115727002968,447,0.7537091988130564,4,3611.45,8571.99,51082.49,184,157042,2.155,0.024,8743,41,1,0,0,1,0
14628,12,1219,0.8204747774480712,399,0.1943620178041543,5,1555.6,3495.16,44652.44,637,157042,2.155,0.024,8743,45,0,1,0,1,0
71460,12,5955,0.8204747774480712,326,0.7537091988130564,2,6611.5,8256.88,40340.96,406,157042,2.155,0.024,8743,45,1,0,0,1,0
121896,24,5079,0.8204747774480712,486,0.7537091988130564,1,5079.0,11830.94,66951.38,499,157042,2.155,0.024,8743,25,1,0,0,1,0
21924,36,609,0.8204747774480712,297,0.7537091988130564,2,3435.5,4808.49,46258.3,487,157042,2.155,0.024,8743,29,1,0,0,1,0
417600,60,6960,0.04599406528189911,408,0.02225519287833828,1,6959.8,11559.11,56297.66,202,157042,2.155,0.024,8743,22,1,0,0,1,0
249792,48,5204,0.8204747774480712,284,0.1943620178041543,1,5204.2,12661.1,51564.08,77,157042,2.155,0.024,8743,30,1,0,0,1,0
196080,48,4085,0.8204747774480712,231,0.7537091988130564,1,4085.0,12332.52,63749.21,435,87419,2.225,0.035,8624,32,1,0,0,1,0
79344,48,1653,0.8204747774480712,567,0.7537091988130564,2,2978.5,2988.13,29862.17,204,87419,2.225,0.035,8624,46,0,1,0,1,0
74688,12,6224,0.8204747774480712,496,0.7537091988130564,2,9967.65,10591.58,47345.49,527,87419,2.225,0.035,8624,50,0,1,0,1,0
88704,48,1848,0.8204747774480712,670,0.7537091988130564,2,3129.0,2696.5,17325.22,260,87419,2.225,0.035,8624,36,0,1,0,1,0
86184,36,2394,0.13353115727002968,477,0.7537091988130564,2,3475.25,5731.21,28918.4,113,74062,2.5,0.015,8114,26,1,0,0,1,0
152160,60,2536,0.8204747774480712,632,0.7537091988130564,2,5835.85,5752.22,24208.11,187,74062,2.5,0.015,8114,50,0,1,0,1,0
85716,36,2381,0.8204747774480712,153,0.7537091988130564,3,4848.4,4331.58,21190.57,250,74062,2.5,0.015,8114,54,1,0,0,1,0
91632,12,7636,0.8204747774480712,365,0.7537091988130564,3,3508.67,3160.75,17875.28,230,74062,2.5,0.015,8114,50,1,0,0,1,0
91632,12,7636,0.8204747774480712,365,0.7537091988130564,2,5584.0,5805.58,47917.98,473,94725,2.565,0.048,9920,31,0,1,1,0,0
63252,12,5271,0.8204747774480712,672,0.7537091988130564,3,3457.23,8711.62,45728.55,450,94725,2.565,0.048,9920,47,0,1,0,1,0
38496,12,3208,0.8204747774480712,390,0.1943620178041543,1,3207.8,7720.33,45556.5,49,94725,2.565,0.048,9920,35,0,1,0,1,0
99744,24,4156,0.13353115727002968,523,0.7537091988130564,2,6122.75,8561.96,43225.46,111,94725,2.565,0.048,9920,27,0,1,0,1,0
225504,48,4698,0.13353115727002968,686,0.02967359050445104,4,3129.75,11606.55,57743.59,235,94725,2.565,0.048,9920,14,1,0,0,1,0
39168,24,1632,0.8204747774480712,347,0.7537091988130564,2,2662.5,7465.09,56689.62,75,94725,2.565,0.048,9920,20,0,1,0,1,0
152460,60,2541,0.13353115727002968,481,0.7537091988130564,5,2739.56,4393.6,21450.58,175,88757,2.575,0.023,8554,47,0,1,0,1,0
18720,60,312,0.8204747774480712,247,0.1943620178041543,1,312.0,4746.75,41621.7,166,88757,2.575,0.023,8554,32,1,0,0,1,0
204000,60,3400,0.8204747774480712,366,0.7537091988130564,2,5242.75,6724.77,57193.65,323,77917,2.585,0.027000000000000003,8390,48,1,0,0,1,0
50976,36,1416,0.8204747774480712,496,0.7537091988130564,4,2133.0,3502.48,26454.27,192,77917,2.585,0.027000000000000003,8390,14,1,0,0,1,0
93960,60,1566,0.8204747774480712,452,0.7537091988130564,3,3539.67,7021.65,55425.13,283,77917,2.585,0.027000000000000003,8390,31,1,0,0,1,0
184620,60,3077,0.8204747774480712,606,0.7537091988130564,2,6461.4,6903.16,34655.87,153,77917,2.585,0.027000000000000003,8390,35,0,1,0,1,0
74736,36,2076,0.8204747774480712,399,0.1943620178041543,2,4130.0,7053.16,39672.18,413,77917,2.585,0.027000000000000003,8390,25,1,0,0,1,0
127080,60,2118,0.8204747774480712,170,0.7537091988130564,4,2647.82,3242.91,29452.27,605,77917,2.585,0.027000000000000003,8390,53,1,0,0,1,0
115992,36,3222,0.13353115727002968,613,0.1943620178041543,3,3816.5,9257.13,53153.71,550,77917,2.585,0.027000000000000003,8390,54,1,0,1,0,0
331584,48,6908,0.8204747774480712,595,0.7537091988130564,1,6908.0,9336.05,42020.37,130,95907,2.675,0.017,8388,25,0,1,0,1,0
38520,12,3210,0.8204747774480712,597,0.7537091988130564,2,3162.5,2328.03,17777.08,244,95907,2.675,0.017,8388,53,1,0,0,1,0
23328,12,1944,0.8204747774480712,187,0.7537091988130564,2,5856.0,7115.11,37711.81,91,95907,2.675,0.017,8388,33,0,1,0,1,0
390000,48,8125,0.04599406528189911,510,0.7537091988130564,3,7568.1,11091.92,44851.96,101,95907,2.675,0.017,8388,47,1,0,0,1,0
207264,48,4318,0.04599406528189911,281,0.7537091988130564,1,4318.0,12047.38,50082.25,186,95907,2.675,0.017,8388,31,1,0,0,1,0
98832,48,2059,0.8204747774480712,696,0.7537091988130564,4,1893.75,4209.02,28207.39,464,95907,2.675,0.017,8388,25,0,1,0,1,0
78600,24,3275,0.8204747774480712,136,0.7537091988130564,2,7883.9,7462.94,30019.86,124,121947,2.74,0.03,8541,37,1,0,0,1,0
165120,60,2752,0.8204747774480712,601,0.7537091988130564,2,3867.0,3170.94,21484.49,317,121947,2.74,0.03,8541,46,0,1,0,1,0
288720,48,6015,0.8204747774480712,172,0.1943620178041543,1,6015.3,12969.07,62931.24,142,121947,2.74,0.03,8541,50,1,0,0,1,0
42900,12,3575,0.8204747774480712,646,0.1943620178041543,3,5264.67,10580.03,54697.58,346,121947,2.74,0.03,8541,29,1,0,0,1,0
309660,60,5161,0.8204747774480712,136,0.7537091988130564,2,7133.1,9347.4,37136.66,163,121947,2.74,0.03,8541,39,0,1,0,1,0
191580,60,3193,0.8204747774480712,176,0.7537091988130564,3,2047.0,2073.03,16424.43,100,121947,2.74,0.03,8541,32,0,1,0,1,0
249312,48,5194,0.13353115727002968,433,0.7537091988130564,2,9679.0,12189.46,45595.75,302,170449,2.865,0.036000000000000004,10787,37,1,0,0,1,0
66432,24,2768,0.8204747774480712,595,0.7537091988130564,2,4818.5,7560.5,32738.74,213,170449,2.865,0.036000000000000004,10787,26,0,1,0,1,0
59136,48,1232,0.8204747774480712,262,0.7537091988130564,1,1232.0,2146.97,25197.92,175,170449,2.865,0.036000000000000004,10787,17,0,1,0,1,0
79920,60,1332,0.8204747774480712,443,0.1943620178041543,3,2634.0,6941.22,45950.87,462,170449,2.865,0.036000000000000004,10787,38,1,0,0,1,0
29784,24,1241,0.8204747774480712,125,0.7537091988130564,3,1942.33,3406.45,39429.23,331,170449,2.865,0.036000000000000004,10787,25,0,1,0,1,0
48624,24,2026,0.8204747774480712,521,0.7537091988130564,2,3269.85,11259.12,70446.02,493,139012,3.005,0.019,8363,29,1,0,1,0,0
253200,60,4220,0.8204747774480712,586,0.7537091988130564,4,3215.38,5489.24,34852.11,158,139012,3.005,0.019,8363,58,1,0,0,1,0
22932,36,637,0.8204747774480712,223,0.7537091988130564,3,1465.33,3736.24,40347.11,204,139012,3.005,0.019,8363,43,0,1,0,1,0
293160,60,4886,0.8204747774480712,537,0.7537091988130564,1,4886.0,13715.96,55419.47,189,139012,3.005,0.019,8363,20,0,1,0,1,0
69624,36,1934,0.8204747774480712,585,0.1943620178041543,4,1414.5,5497.14,50945.87,160,139012,3.005,0.019,8363,48,1,0,0,1,0
156420,60,2607,0.13353115727002968,344,0.7537091988130564,2,6914.5,9843.18,49536.19,107,139012,3.005,0.019,8363,37,1,0,0,1,0
334620,60,5577,0.8204747774480712,243,0.7537091988130564,1,5577.3,13215.1,66271.97,94,139012,3.005,0.019,8363,37,0,1,0,1,0
158976,48,3312,0.8204747774480712,518,0.7537091988130564,4,2215.0,8464.05,51315.46,584,139012,3.005,0.019,8363,52,1,0,0,1,0
141648,24,5902,0.8204747774480712,200,0.7537091988130564,2,5093.6,12159.37,47859.32,232,139012,3.005,0.019,8363,40,1,0,0,1,0
209184,48,4358,0.8204747774480712,391,0.7537091988130564,1,4358.0,12428.34,56543.8,403,139012,3.005,0.019,8363,37,1,0,1,0,0
27984,12,2332,0.13353115727002968,519,0.7537091988130564,2,5274.5,9195.69,42331.13,327,139012,3.005,0.019,8363,43,1,0,0,1,0
72120,12,6010,0.8204747774480712,616,0.02225519287833828,1,6010.2,13306.94,76453.61,260,139012,3.005,0.019,8363,44,0,1,0,1,0
133968,48,2791,0.8204747774480712,261,0.1943620178041543,4,3870.5,9678.73,55054.54,376,139012,3.005,0.019,8363,49,1,0,0,1,0
91152,24,3798,0.8204747774480712,465,0.1943620178041543,1,3798.2,8629.02,53438.31,254,105058,3.01,0.042,9272,50,1,0,0,1,0
162468,36,4513,0.8204747774480712,148,0.7537091988130564,2,4355.35,9407.5,30650.18,209,105058,3.01,0.042,9272,39,0,1,0,1,0
87816,12,7318,0.8204747774480712,476,0.7537091988130564,2,6161.5,4348.22,18739.45,372,105058,3.01,0.042,9272,29,1,0,1,0,0
16032,48,334,0.8204747774480712,449,0.7537091988130564,4,2418.25,3636.23,22821.89,135,105058,3.01,0.042,9272,33,0,1,0,1,0
57120,48,1190,0.8204747774480712,275,0.1943620178041543,3,1937.0,2966.12,48050.89,177,105058,3.01,0.042,9272,35,1,0,0,1,0
48096,24,2004,0.13353115727002968,454,0.7537091988130564,2,2901.6,4719.61,31486.59,181,105058,3.01,0.042,9272,35,1,0,0,1,0
262980,60,4383,0.8204747774480712,369,0.7537091988130564,1,4382.7,11162.86,63325.5,233,53921,3.015,0.032,8598,31,0,1,0,1,0
148140,36,4115,0.13353115727002968,615,0.7537091988130564,1,4114.7,9001.23,42941.01,240,53921,3.015,0.032,8598,35,0,1,0,1,0
230220,36,6395,0.8204747774480712,662,0.1943620178041543,1,6395.0,15755.9,66185.96,162,53921,3.015,0.032,8598,45,1,0,0,1,0
79824,12,6652,0.13353115727002968,182,0.1943620178041543,2,7278.75,13057.11,59206.58,130,53921,3.015,0.032,8598,37,1,0,0,1,0
44628,12,3719,0.13353115727002968,636,0.7537091988130564,2,7798.5,14292.45,60027.18,382,53921,3.015,0.032,8598,48,1,0,0,1,0
